FeatureCode,DateCode,Measurement,Units,Value,Type Of Tenure,Household Type,Age,Gender,Limiting Long-term Physical or Mental Health Condition
S08000020,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.52,All,All,All,All,Limiting condition
S08000016,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.88,All,All,All,All,Limiting condition
S12000049,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.4,All,All,All,All,Limiting condition
S08000026,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.63,All,All,All,All,Limiting condition
S12000048,2015,Mean,SWEMWBS Score,22.65,All,All,All,All,Limiting condition
S08000025,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.21,All,All,All,All,Limiting condition
S08000029,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.33,All,All,All,All,Limiting condition
S08000024,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.97,All,All,All,All,Limiting condition
S12000020,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.44,All,All,All,All,Limiting condition
S12000018,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.46,All,All,All,All,Limiting condition
S08000031,2016,Mean,SWEMWBS Score,21.47,All,All,All,All,Limiting condition
S12000021,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.07,All,All,All,All,Limiting condition
S12000008,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.07,All,All,All,All,Limiting condition
S08000015,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.97,All,All,All,All,Limiting condition
S08000015,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.34,All,All,All,All,Limiting condition
S08000016,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.44,All,All,All,All,Limiting condition
S08000031,2017,Mean,SWEMWBS Score,21.82,All,All,All,All,Limiting condition
S12000019,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.35,All,All,All,All,Limiting condition
S12000029,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.42,All,All,All,All,Limiting condition
S12000030,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,20.37,All,All,All,All,Limiting condition
S12000048,2014,Mean,SWEMWBS Score,22.33,All,All,All,All,Limiting condition
S12000030,2014,Mean,SWEMWBS Score,23.16,All,All,All,All,Limiting condition
S12000036,2014,Mean,SWEMWBS Score,22.99,All,All,All,All,Limiting condition
S08000032,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.69,All,All,All,All,Limiting condition
S12000010,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.9,All,All,All,All,Limiting condition
S12000033,2014,Mean,SWEMWBS Score,22.41,All,All,All,All,Limiting condition
S12000029,2014,Mean,SWEMWBS Score,21.91,All,All,All,All,Limiting condition
S08000030,2014,Mean,SWEMWBS Score,22.05,All,All,All,All,Limiting condition
S12000027,2014,Mean,SWEMWBS Score,22.83,All,All,All,All,Limiting condition
S12000050,2014,Mean,SWEMWBS Score,22.59,All,All,All,All,Limiting condition
S12000005,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.83,All,All,All,All,Limiting condition
S12000034,2014,Mean,SWEMWBS Score,22.28,All,All,All,All,Limiting condition
S12000035,2014,Mean,SWEMWBS Score,23.4,All,All,All,All,Limiting condition
S12000028,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.14,All,All,All,All,Limiting condition
S12000050,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.31,All,All,All,All,Limiting condition
S12000028,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.4,All,All,All,All,Limiting condition
S12000027,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.12,All,All,All,All,Limiting condition
S08000032,2017,Mean,SWEMWBS Score,22.17,All,All,All,All,Limiting condition
S12000026,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.44,All,All,All,All,Limiting condition
S12000023,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.41,All,All,All,All,Limiting condition
S12000049,2015,Mean,SWEMWBS Score,21.59,All,All,All,All,Limiting condition
S12000008,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.01,All,All,All,All,Limiting condition
S12000027,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.13,All,All,All,All,Limiting condition
S08000031,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.14,All,All,All,All,Limiting condition
S12000047,2015,Mean,SWEMWBS Score,21.7,All,All,All,All,Limiting condition
S12000038,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.9,All,All,All,All,Limiting condition
S12000035,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.75,All,All,All,All,Limiting condition
S08000019,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.77,All,All,All,All,Limiting condition
S12000036,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.96,All,All,All,All,Limiting condition
S12000039,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.24,All,All,All,All,Limiting condition
S12000029,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.8,All,All,All,All,Limiting condition
S12000040,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.71,All,All,All,All,Limiting condition
S08000029,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.99,All,All,All,All,Limiting condition
S12000049,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.51,All,All,All,All,Limiting condition
S08000028,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,20.82,All,All,All,All,Limiting condition
S08000022,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.62,All,All,All,All,Limiting condition
S08000017,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.57,All,All,All,All,Limiting condition
S08000020,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.23,All,All,All,All,Limiting condition
S08000024,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.72,All,All,All,All,Limiting condition
S12000042,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,21.71,All,All,All,All,Limiting condition
S08000026,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.13,All,All,All,All,Limiting condition
S12000041,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.12,All,All,All,All,Limiting condition
S92000003,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.49,All,All,All,All,Limiting condition
S12000045,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.91,All,All,All,All,Limiting condition
S12000033,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.62,All,All,All,All,Limiting condition
S12000034,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.12,All,All,All,All,Limiting condition
S12000028,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.28,All,All,All,All,Limiting condition
S08000025,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.32,All,All,All,All,Limiting condition
S08000031,2015,Mean,SWEMWBS Score,21.85,All,All,All,All,Limiting condition
S12000030,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.82,All,All,All,All,Limiting condition
S12000021,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.42,All,All,All,All,Limiting condition
S12000026,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.88,All,All,All,All,Limiting condition
S12000023,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.21,All,All,All,All,Limiting condition
S12000020,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.82,All,All,All,All,Limiting condition
S12000048,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.3,All,All,All,All,Limiting condition
S12000047,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.33,All,All,All,All,Limiting condition
S12000027,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.63,All,All,All,All,Limiting condition
S12000006,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.24,All,All,All,All,Limiting condition
S12000013,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.03,All,All,All,All,Limiting condition
S12000010,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.43,All,All,All,All,Limiting condition
S12000019,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.38,All,All,All,All,Limiting condition
S12000005,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.58,All,All,All,All,Limiting condition
S12000011,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.56,All,All,All,All,Limiting condition
S08000032,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.71,All,All,All,All,Limiting condition
S12000021,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,20.59,All,All,All,All,Limiting condition
S12000020,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.24,All,All,All,All,Limiting condition
S08000030,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.71,All,All,All,All,Limiting condition
S92000003,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.08,All,All,All,All,Limiting condition
S08000031,2014,Mean,SWEMWBS Score,21.94,All,All,All,All,Limiting condition
S12000014,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.98,All,All,All,All,Limiting condition
S12000019,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.17,All,All,All,All,Limiting condition
S12000017,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.66,All,All,All,All,Limiting condition
S08000031,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.13,All,All,All,All,Limiting condition
S12000023,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.32,All,All,All,All,Limiting condition
S12000018,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.45,All,All,All,All,Limiting condition
S12000034,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.98,All,All,All,All,Limiting condition
S12000035,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.28,All,All,All,All,Limiting condition
S08000031,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.5,All,All,All,All,Limiting condition
S12000036,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.5,All,All,All,All,Limiting condition
S12000013,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,20.77,All,All,All,All,Limiting condition
S12000038,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.6,All,All,All,All,Limiting condition
S08000022,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.26,All,All,All,All,Limiting condition
S12000033,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.48,All,All,All,All,Limiting condition
S12000049,2017,Mean,SWEMWBS Score,21.52,All,All,All,All,Limiting condition
S08000024,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.45,All,All,All,All,Limiting condition
S12000050,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.87,All,All,All,All,Limiting condition
S12000050,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.93,All,All,All,All,Limiting condition
S12000035,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.23,All,All,All,All,Limiting condition
S08000031,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.24,All,All,All,All,Limiting condition
S12000047,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.99,All,All,All,All,Limiting condition
S12000017,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.56,All,All,All,All,Limiting condition
S12000017,2016,Mean,SWEMWBS Score,23.02,All,All,All,All,Limiting condition
S12000018,2016,Mean,SWEMWBS Score,21.54,All,All,All,All,Limiting condition
S12000048,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.61,All,All,All,All,Limiting condition
S12000036,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.48,All,All,All,All,Limiting condition
S12000049,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,21.99,All,All,All,All,Limiting condition
S12000050,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.95,All,All,All,All,Limiting condition
S12000011,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.04,All,All,All,All,Limiting condition
S12000049,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,21.99,All,All,All,All,Limiting condition
S12000013,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.4,All,All,All,All,Limiting condition
S12000049,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,21.25,All,All,All,All,Limiting condition
S08000032,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.68,All,All,All,All,Limiting condition
S12000040,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.64,All,All,All,All,Limiting condition
S12000038,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,20.77,All,All,All,All,Limiting condition
S08000029,2016,Mean,SWEMWBS Score,22.77,All,All,All,All,Limiting condition
S08000030,2016,Mean,SWEMWBS Score,22.19,All,All,All,All,Limiting condition
S12000039,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.47,All,All,All,All,Limiting condition
S08000029,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.13,All,All,All,All,Limiting condition
S12000008,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.56,All,All,All,All,Limiting condition
S08000029,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.22,All,All,All,All,Limiting condition
S08000015,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.14,All,All,All,All,Limiting condition
S12000040,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,20.77,All,All,All,All,Limiting condition
S08000028,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.04,All,All,All,All,Limiting condition
S12000041,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.11,All,All,All,All,Limiting condition
S12000049,2016,Mean,SWEMWBS Score,20.87,All,All,All,All,Limiting condition
S12000042,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.05,All,All,All,All,Limiting condition
S12000014,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.96,All,All,All,All,Limiting condition
S12000041,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.98,All,All,All,All,Limiting condition
S12000034,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.46,All,All,All,All,Limiting condition
S08000020,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.98,All,All,All,All,Limiting condition
S12000042,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.58,All,All,All,All,Limiting condition
S08000019,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.35,All,All,All,All,Limiting condition
S12000049,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,20.5,All,All,All,All,Limiting condition
S08000017,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.65,All,All,All,All,Limiting condition
S12000039,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.28,All,All,All,All,Limiting condition
S12000041,2014,Mean,SWEMWBS Score,22.8,All,All,All,All,Limiting condition
S12000040,2014,Mean,SWEMWBS Score,22.81,All,All,All,All,Limiting condition
S08000032,2014,Mean,SWEMWBS Score,22.26,All,All,All,All,Limiting condition
S08000032,2015,Mean,SWEMWBS Score,22.25,All,All,All,All,Limiting condition
S12000018,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,20.85,All,All,All,All,Limiting condition
S12000038,2014,Mean,SWEMWBS Score,21.92,All,All,All,All,Limiting condition
S12000042,2014,Mean,SWEMWBS Score,21.27,All,All,All,All,Limiting condition
S12000013,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,20.82,All,All,All,All,Limiting condition
S12000014,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.74,All,All,All,All,Limiting condition
S12000005,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.84,All,All,All,All,Limiting condition
S12000011,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.18,All,All,All,All,Limiting condition
S12000010,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.57,All,All,All,All,Limiting condition
S12000049,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.05,All,All,All,All,Limiting condition
S12000045,2014,Mean,SWEMWBS Score,23.17,All,All,All,All,Limiting condition
S12000028,2014,Mean,SWEMWBS Score,21.61,All,All,All,All,Limiting condition
S92000003,2014,Mean,SWEMWBS Score,22.29,All,All,All,All,Limiting condition
S08000030,2015,Mean,SWEMWBS Score,22.4,All,All,All,All,Limiting condition
S12000049,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.2,All,All,All,All,Limiting condition
S12000026,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.28,All,All,All,All,Limiting condition
S12000008,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.66,All,All,All,All,Limiting condition
S08000029,2014,Mean,SWEMWBS Score,22.7,All,All,All,All,Limiting condition
S08000029,2015,Mean,SWEMWBS Score,21.72,All,All,All,All,Limiting condition
S12000017,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.18,All,All,All,All,Limiting condition
S12000006,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.57,All,All,All,All,Limiting condition
S12000039,2014,Mean,SWEMWBS Score,22.3,All,All,All,All,Limiting condition
S12000008,2016,Mean,SWEMWBS Score,22.47,All,All,All,All,Limiting condition
S12000005,2016,Mean,SWEMWBS Score,22.64,All,All,All,All,Limiting condition
S12000019,2016,Mean,SWEMWBS Score,23.1,All,All,All,All,Limiting condition
S12000006,2016,Mean,SWEMWBS Score,22.62,All,All,All,All,Limiting condition
S12000013,2016,Mean,SWEMWBS Score,24.04,All,All,All,All,Limiting condition
S12000010,2016,Mean,SWEMWBS Score,22.53,All,All,All,All,Limiting condition
S12000011,2016,Mean,SWEMWBS Score,22.66,All,All,All,All,Limiting condition
S08000032,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.6,All,All,All,All,Limiting condition
S12000047,2016,Mean,SWEMWBS Score,22.77,All,All,All,All,Limiting condition
S12000014,2016,Mean,SWEMWBS Score,23.01,All,All,All,All,Limiting condition
S08000031,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,21.74,All,All,All,All,Limiting condition
S12000020,2016,Mean,SWEMWBS Score,22.83,All,All,All,All,Limiting condition
S12000021,2016,Mean,SWEMWBS Score,22.66,All,All,All,All,Limiting condition
S08000029,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.27,All,All,All,All,Limiting condition
S12000048,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.43,All,All,All,All,Limiting condition
S12000047,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.9,All,All,All,All,Limiting condition
S08000030,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.89,All,All,All,All,Limiting condition
S08000030,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.59,All,All,All,All,Limiting condition
S12000049,2014,Mean,SWEMWBS Score,21.96,All,All,All,All,Limiting condition
S12000014,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.21,All,All,All,All,Limiting condition
S08000032,2016,Mean,SWEMWBS Score,22.29,All,All,All,All,Limiting condition
S12000045,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.71,All,All,All,All,Limiting condition
S08000029,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.22,All,All,All,All,Limiting condition
S12000006,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.19,All,All,All,All,Limiting condition
S12000045,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.5,All,All,All,All,Limiting condition
S08000031,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.64,All,All,All,All,Limiting condition
S08000022,2016,Mean,SWEMWBS Score,22.98,All,All,All,All,Limiting condition
S08000019,2016,Mean,SWEMWBS Score,22.73,All,All,All,All,Limiting condition
S12000027,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.2,All,All,All,All,Limiting condition
S12000023,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.49,All,All,All,All,Limiting condition
S12000017,2015,Mean,SWEMWBS Score,23.33,All,All,All,All,Limiting condition
S08000020,2016,Mean,SWEMWBS Score,23.02,All,All,All,All,Limiting condition
S12000047,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.24,All,All,All,All,Limiting condition
S08000025,2016,Mean,SWEMWBS Score,24.35,All,All,All,All,Limiting condition
S08000024,2016,Mean,SWEMWBS Score,22.56,All,All,All,All,Limiting condition
S08000017,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.06,All,All,All,All,Limiting condition
S08000016,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.86,All,All,All,All,Limiting condition
S12000047,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.27,All,All,All,All,Limiting condition
S08000026,2016,Mean,SWEMWBS Score,22.91,All,All,All,All,Limiting condition
S08000028,2016,Mean,SWEMWBS Score,24.04,All,All,All,All,Limiting condition
S12000045,2015,Mean,SWEMWBS Score,22.79,All,All,All,All,Limiting condition
S12000048,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.37,All,All,All,All,Limiting condition
S08000031,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.57,All,All,All,All,Limiting condition
S12000018,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,20.63,All,All,All,All,Limiting condition
S12000034,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.22,All,All,All,All,Limiting condition
S12000027,2015,Mean,SWEMWBS Score,23.56,All,All,All,All,Limiting condition
