FeatureCode,DateCode,Measurement,Units,Value,Type Of Tenure,Household Type,Age,Gender,Limiting Long-term Physical or Mental Health Condition
S12000020,2015,Mean,SWEMWBS Score,24.74,All,Pensioners,All,All,All
S12000010,2014,Mean,SWEMWBS Score,25.25,All,With Children,All,All,All
S12000041,2014,Mean,SWEMWBS Score,24.81,All,All,All,Female,All
S12000042,2017,Mean,SWEMWBS Score,23.73,All,All,16-64 years,All,All
S12000035,2017,Mean,SWEMWBS Score,25.59,All,All,16-64 years,All,All
S12000021,2015,Mean,SWEMWBS Score,24.36,All,With Children,All,All,All
S12000023,2015,Mean,SWEMWBS Score,26.24,All,With Children,All,All,All
S08000031,2014,Mean,SWEMWBS Score,24.21,All,Adults,All,All,All
S12000008,2014,Mean,SWEMWBS Score,24.28,All,Pensioners,All,All,All
S12000021,2015,Mean,SWEMWBS Score,24.65,All,Pensioners,All,All,All
S12000023,2015,Mean,SWEMWBS Score,27.14,All,Pensioners,All,All,All
S08000032,2014,Mean,SWEMWBS Score,24.19,All,Pensioners,All,All,All
S12000018,2017,Mean,SWEMWBS Score,23.6,All,All,16-64 years,All,All
S12000036,2014,Mean,SWEMWBS Score,24.8,All,All,16-64 years,All,All
S12000023,2014,Mean,SWEMWBS Score,27.19,All,Pensioners,All,All,All
S12000050,2015,Mean,SWEMWBS Score,24.86,All,Adults,All,All,All
S12000045,2014,Mean,SWEMWBS Score,25,All,All,16-64 years,All,All
S12000040,2014,Mean,SWEMWBS Score,24.59,All,All,All,Female,All
S12000008,2014,Mean,SWEMWBS Score,23.63,All,With Children,All,All,All
S12000040,2014,Mean,SWEMWBS Score,24.01,All,All,All,Male,All
S12000042,2014,Mean,SWEMWBS Score,23.44,All,All,All,Male,All
S12000050,2016,Mean,SWEMWBS Score,24.16,All,With Children,All,All,All
S12000026,2015,Mean,SWEMWBS Score,23.8,All,Adults,All,All,All
S12000050,2016,Mean,SWEMWBS Score,24.79,All,All,16-34 years,All,All
S12000020,2014,Mean,SWEMWBS Score,25.15,All,All,16-64 years,All,All
S12000041,2014,Mean,SWEMWBS Score,24.4,All,All,All,Male,All
S12000050,2016,Mean,SWEMWBS Score,24.24,All,All,35-64 years,All,All
S08000031,2014,Mean,SWEMWBS Score,24.56,All,With Children,All,All,All
S12000010,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.5,All,Adults,All,All,All
S13002601,2014-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.47,All,All,All,All,All
S12000019,2014,Mean,SWEMWBS Score,25.07,All,With Children,All,All,All
S08000019,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.91,All,All,All,All,All
S08000017,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.17,All,All,All,All,All
S12000033,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.85,All,All,All,Male,All
S12000027,2014,Mean,SWEMWBS Score,25.78,All,With Children,All,All,All
S08000020,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.48,All,Pensioners,All,All,All
S12000050,2015,Mean,SWEMWBS Score,25.69,Owned Mortgage/Loan,All,All,All,All
S12000020,2015,Mean,SWEMWBS Score,23.97,All,All,All,Male,All
S12000014,2015,Mean,SWEMWBS Score,24.78,All,All,All,Female,All
S12000018,2014,Mean,SWEMWBS Score,24.09,All,Pensioners,All,All,All
S12000017,2014,Mean,SWEMWBS Score,25.42,All,Pensioners,All,All,All
S12000050,2015,Mean,SWEMWBS Score,25.38,Owned Outright,All,All,All,All
S12000038,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.92,All,All,65 years and over,All,All
S12000018,2014,Mean,SWEMWBS Score,23.8,All,With Children,All,All,All
S12000050,2015,Mean,SWEMWBS Score,24.85,All,All,All,All,All
S12000048,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.37,All,All,65 years and over,All,All
S12000027,2014,Mean,SWEMWBS Score,25.58,All,Pensioners,All,All,All
S12000019,2014,Mean,SWEMWBS Score,26.09,All,Adults,All,All,All
S08000030,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.65,All,All,All,All,All
S12000018,2014,Mean,SWEMWBS Score,23.7,All,Adults,All,All,All
S12000050,2014,Mean,SWEMWBS Score,24.77,All,All,16-64 years,All,All
S13002600,2014-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.45,All,All,All,All,All
S12000019,2015,Mean,SWEMWBS Score,26.27,All,All,All,Male,All
S08000020,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.57,All,All,All,All,All
S08000015,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.61,All,Pensioners,All,All,All
S12000035,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.41,All,All,65 years and over,All,All
S12000026,2014,Mean,SWEMWBS Score,24.86,All,Pensioners,All,All,All
S12000030,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.8,All,All,All,Male,All
S08000028,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.39,All,All,All,All,All
S08000030,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.08,All,All,65 years and over,All,All
S12000026,2014,Mean,SWEMWBS Score,25.16,All,Adults,All,All,All
S13002622,2014-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.81,All,All,All,All,All
S12000050,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.69,All,Pensioners,All,All,All
S12000026,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.82,All,All,16-64 years,All,All
S08000024,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.99,All,All,All,All,All
S12000045,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.35,Rented,All,All,All,All
S12000035,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.85,All,All,65 years and over,All,All
S12000020,2015,Mean,SWEMWBS Score,24.69,All,All,All,Female,All
S12000035,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.72,All,All,65 years and over,All,All
S12000030,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.14,All,All,All,Female,All
S08000022,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.49,All,All,All,All,All
S12000050,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.59,All,All,65 years and over,All,All
S12000026,2014,Mean,SWEMWBS Score,24.19,All,With Children,All,All,All
S12000027,2015,Mean,SWEMWBS Score,25.96,All,With Children,All,All,All
S12000034,2015,Mean,SWEMWBS Score,24.95,All,With Children,All,All,All
S12000027,2015,Mean,SWEMWBS Score,25.64,All,Pensioners,All,All,All
S12000033,2015,Mean,SWEMWBS Score,24.5,All,Pensioners,All,All,All
S12000034,2015,Mean,SWEMWBS Score,24.96,All,Adults,All,All,All
S08000032,2014,Mean,SWEMWBS Score,24.63,Owned Outright,All,All,All,All
S12000027,2015,Mean,SWEMWBS Score,24.41,All,Adults,All,All,All
S12000026,2015,Mean,SWEMWBS Score,25.94,All,With Children,All,All,All
S12000026,2015,Mean,SWEMWBS Score,24.6,All,Pensioners,All,All,All
S12000021,2014,Mean,SWEMWBS Score,24.9,All,Pensioners,All,All,All
S08000032,2015,Mean,SWEMWBS Score,23.12,Rented,All,All,All,All
S08000032,2014,Mean,SWEMWBS Score,24.49,All,Adults,All,All,All
S12000034,2015,Mean,SWEMWBS Score,25.28,All,Pensioners,All,All,All
S08000032,2014,Mean,SWEMWBS Score,23.84,Rented,All,All,All,All
S12000045,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.44,Owned Mortgage/Loan,All,All,All,All
S12000050,2015,Mean,SWEMWBS Score,24.82,All,Pensioners,All,All,All
S12000030,2015,Mean,SWEMWBS Score,24.29,All,Adults,All,All,All
S12000030,2015,Mean,SWEMWBS Score,24.82,All,Pensioners,All,All,All
S13002620,2014-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.31,All,All,All,All,All
S08000029,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.86,All,All,65 years and over,All,All
S12000040,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.83,All,All,All,Female,All
S12000035,2015,Mean,SWEMWBS Score,24.26,All,With Children,All,All,All
S12000035,2015,Mean,SWEMWBS Score,25.58,All,Adults,All,All,All
S12000023,2014,Mean,SWEMWBS Score,25.81,All,Adults,All,All,All
S08000031,2016,Mean,SWEMWBS Score,24.02,All,All,All,All,All
S08000031,2016,Mean,SWEMWBS Score,24.53,Owned Outright,All,All,All,All
S12000010,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.83,All,With Children,All,All,All
S12000017,2015,Mean,SWEMWBS Score,24.65,All,All,All,Female,All
S12000018,2015,Mean,SWEMWBS Score,24.02,All,All,All,Male,All
S08000022,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.01,All,Adults,All,All,All
S12000017,2015,Mean,SWEMWBS Score,24.62,All,All,All,Male,All
S12000027,2014,Mean,SWEMWBS Score,24.99,All,Adults,All,All,All
S12000020,2014,Mean,SWEMWBS Score,24.67,All,Pensioners,All,All,All
S12000014,2015,Mean,SWEMWBS Score,25,All,All,All,Male,All
S12000036,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.42,All,All,65 years and over,All,All
S13002604,2014-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.39,All,All,All,All,All
S08000032,2015,Mean,SWEMWBS Score,24.67,Owned Outright,All,All,All,All
S12000029,2015,Mean,SWEMWBS Score,24.12,All,Adults,All,All,All
S12000029,2015,Mean,SWEMWBS Score,24.39,All,With Children,All,All,All
S12000029,2015,Mean,SWEMWBS Score,24.02,All,Pensioners,All,All,All
S12000028,2015,Mean,SWEMWBS Score,23.75,All,Pensioners,All,All,All
S12000050,2015,Mean,SWEMWBS Score,24.86,All,With Children,All,All,All
S08000032,2015,Mean,SWEMWBS Score,25.01,Owned Mortgage/Loan,All,All,All,All
S12000028,2015,Mean,SWEMWBS Score,24.44,All,With Children,All,All,All
S12000028,2015,Mean,SWEMWBS Score,23.94,All,Adults,All,All,All
S12000047,2017,Mean,SWEMWBS Score,24.01,All,All,16-64 years,All,All
S12000042,2015,Mean,SWEMWBS Score,24.14,All,Adults,All,All,All
S08000031,2015,Mean,SWEMWBS Score,24.45,Owned Outright,All,All,All,All
S12000045,2015,Mean,SWEMWBS Score,24.37,All,Adults,All,All,All
S12000045,2015,Mean,SWEMWBS Score,24.41,All,With Children,All,All,All
S12000050,2015,Mean,SWEMWBS Score,25.06,All,All,All,Female,All
S12000042,2015,Mean,SWEMWBS Score,25.79,All,With Children,All,All,All
S08000031,2017,Mean,SWEMWBS Score,23.75,All,All,16-64 years,All,All
S08000032,2014,Mean,SWEMWBS Score,24.56,All,All,All,All,All
S12000041,2015,Mean,SWEMWBS Score,25.05,All,Pensioners,All,All,All
S12000039,2017,Mean,SWEMWBS Score,24.34,All,All,16-64 years,All,All
S12000033,2015,Mean,SWEMWBS Score,24.68,All,All,16-64 years,All,All
S12000042,2015,Mean,SWEMWBS Score,25.1,All,Pensioners,All,All,All
S12000040,2017,Mean,SWEMWBS Score,24.11,All,All,16-64 years,All,All
S12000045,2015,Mean,SWEMWBS Score,24.61,All,All,All,Male,All
S08000031,2017,Mean,SWEMWBS Score,23.83,All,All,All,Female,All
S12000028,2014,Mean,SWEMWBS Score,23.81,All,All,16-64 years,All,All
S12000020,2014,Mean,SWEMWBS Score,24.78,All,Adults,All,All,All
S12000040,2015,Mean,SWEMWBS Score,25.04,All,All,16-64 years,All,All
S12000008,2014,Mean,SWEMWBS Score,23.41,All,All,16-64 years,All,All
S12000030,2014,Mean,SWEMWBS Score,25.23,All,All,16-64 years,All,All
S12000027,2014,Mean,SWEMWBS Score,25.39,All,All,16-64 years,All,All
S12000042,2015,Mean,SWEMWBS Score,24.66,All,All,All,Female,All
S08000031,2014,Mean,SWEMWBS Score,24.53,Owned Outright,All,All,All,All
S12000019,2014,Mean,SWEMWBS Score,24.99,All,Pensioners,All,All,All
S12000050,2016,Mean,SWEMWBS Score,24.89,Owned Outright,All,All,All,All
S12000035,2015,Mean,SWEMWBS Score,25.2,All,Pensioners,All,All,All
S12000033,2017,Mean,SWEMWBS Score,24.45,All,All,16-64 years,All,All
S08000032,2015,Mean,SWEMWBS Score,24.35,All,All,All,All,All
S12000021,2014,Mean,SWEMWBS Score,24.09,All,With Children,All,All,All
S12000036,2015,Mean,SWEMWBS Score,24.53,All,Adults,All,All,All
S92000003,2014,Mean,SWEMWBS Score,24.43,All,All,All,Female,All
S12000036,2015,Mean,SWEMWBS Score,24.48,All,With Children,All,All,All
S12000041,2015,Mean,SWEMWBS Score,24.98,All,All,All,Female,All
S12000026,2014,Mean,SWEMWBS Score,24.81,All,All,16-64 years,All,All
S08000031,2015,Mean,SWEMWBS Score,24.16,All,All,16-34 years,All,All
S12000010,2015,Mean,SWEMWBS Score,25.67,All,All,16-64 years,All,All
S12000017,2015,Mean,SWEMWBS Score,24.5,All,All,16-64 years,All,All
S12000008,2015,Mean,SWEMWBS Score,23.73,All,All,16-64 years,All,All
S12000038,2015,Mean,SWEMWBS Score,24.45,All,Adults,All,All,All
S12000050,2015,Mean,SWEMWBS Score,24.63,All,All,All,Male,All
S12000039,2015,Mean,SWEMWBS Score,24.49,All,All,16-64 years,All,All
S12000036,2015,Mean,SWEMWBS Score,25.25,All,Pensioners,All,All,All
S12000029,2014,Mean,SWEMWBS Score,24.56,All,All,16-64 years,All,All
S08000031,2015,Mean,SWEMWBS Score,24.52,Owned Mortgage/Loan,All,All,All,All
S12000038,2015,Mean,SWEMWBS Score,24.51,All,All,16-64 years,All,All
S12000049,2015,Mean,SWEMWBS Score,23.81,All,All,16-64 years,All,All
S12000011,2014,Mean,SWEMWBS Score,24.88,Owned Mortgage/Loan,All,All,All,All
S12000010,2014,Mean,SWEMWBS Score,25.13,Owned Outright,All,All,All,All
S12000048,2017,Mean,SWEMWBS Score,23.6,All,All,16-64 years,All,All
S12000050,2014-2017,Mean,SWEMWBS Score,24.57,All,All,All,All,All
S12000006,2014,Mean,SWEMWBS Score,24.34,All,All,16-64 years,All,All
S12000035,2015,Mean,SWEMWBS Score,25.04,All,All,16-64 years,All,All
S12000035,2014,Mean,SWEMWBS Score,26.09,Owned Mortgage/Loan,All,All,All,All
S12000011,2014,Mean,SWEMWBS Score,23.35,Rented,All,All,All,All
S12000030,2014,Mean,SWEMWBS Score,25.15,All,All,35-64 years,All,All
S12000011,2015,Mean,SWEMWBS Score,24.26,All,All,16-64 years,All,All
S12000038,2017,Mean,SWEMWBS Score,23.45,All,All,16-64 years,All,All
S12000029,2014,Mean,SWEMWBS Score,25.6,All,All,16-34 years,All,All
S12000041,2017,Mean,SWEMWBS Score,24.14,All,All,16-64 years,All,All
S12000036,2014,Mean,SWEMWBS Score,25.33,Owned Outright,All,All,All,All
S12000010,2014,Mean,SWEMWBS Score,25.59,Owned Mortgage/Loan,All,All,All,All
S12000035,2014,Mean,SWEMWBS Score,25.52,Owned Outright,All,All,All,All
S08000031,2015,Mean,SWEMWBS Score,24.18,All,With Children,All,All,All
S12000008,2014,Mean,SWEMWBS Score,23.16,Rented,All,All,All,All
S12000019,2015,Mean,SWEMWBS Score,26.61,All,All,16-64 years,All,All
S12000045,2017,Mean,SWEMWBS Score,24.3,All,All,16-64 years,All,All
S12000029,2015,Mean,SWEMWBS Score,24.25,All,All,16-64 years,All,All
S12000040,2015,Mean,SWEMWBS Score,25.49,All,Adults,All,All,All
S12000040,2015,Mean,SWEMWBS Score,24.32,All,With Children,All,All,All
S12000013,2015,Mean,SWEMWBS Score,24.53,All,All,16-64 years,All,All
S08000031,2017,Mean,SWEMWBS Score,23.91,All,All,All,Male,All
S12000041,2015,Mean,SWEMWBS Score,24.31,All,Adults,All,All,All
S12000041,2015,Mean,SWEMWBS Score,24.23,All,With Children,All,All,All
S12000014,2014,Mean,SWEMWBS Score,24.49,All,Pensioners,All,All,All
S12000040,2015,Mean,SWEMWBS Score,24.58,All,Pensioners,All,All,All
S12000005,2014,Mean,SWEMWBS Score,23.61,All,All,16-64 years,All,All
S12000023,2017,Mean,SWEMWBS Score,24.36,All,All,16-64 years,All,All
S12000036,2015,Mean,SWEMWBS Score,24.55,All,All,16-64 years,All,All
S12000030,2014,Mean,SWEMWBS Score,25.36,All,All,16-34 years,All,All
S12000014,2014,Mean,SWEMWBS Score,24.09,All,All,All,Female,All
S08000031,2015,Mean,SWEMWBS Score,23.99,All,All,All,All,All
S12000014,2015,Mean,SWEMWBS Score,24.8,All,All,16-64 years,All,All
S12000030,2017,Mean,SWEMWBS Score,24.1,All,All,16-64 years,All,All
S12000042,2015,Mean,SWEMWBS Score,24.78,All,All,All,Male,All
S12000011,2014,Mean,SWEMWBS Score,25.94,Owned Outright,All,All,All,All
S12000010,2014,Mean,SWEMWBS Score,23.81,Rented,All,All,All,All
S08000031,2015,Mean,SWEMWBS Score,23.81,All,Adults,All,All,All
S12000017,2014,Mean,SWEMWBS Score,24.98,All,With Children,All,All,All
S08000031,2014,Mean,SWEMWBS Score,24.21,All,All,35-64 years,All,All
S12000006,2014,Mean,SWEMWBS Score,24.5,All,Pensioners,All,All,All
S12000011,2015,Mean,SWEMWBS Score,23.55,All,All,16-34 years,All,All
S12000038,2014,Mean,SWEMWBS Score,24.34,All,All,All,Female,All
S12000010,2015,Mean,SWEMWBS Score,25.97,All,All,16-34 years,All,All
S08000017,2014,Mean,SWEMWBS Score,24.31,All,All,All,All,All
S12000039,2015,Mean,SWEMWBS Score,24.7,All,All,All,Male,All
S12000006,2014,Mean,SWEMWBS Score,24.21,All,Adults,All,All,All
S12000038,2015,Mean,SWEMWBS Score,24.43,All,All,All,Female,All
S08000031,2017,Mean,SWEMWBS Score,24.08,All,With Children,All,All,All
S12000017,2015,Mean,SWEMWBS Score,24.25,All,All,16-34 years,All,All
S12000010,2015,Mean,SWEMWBS Score,25.51,All,All,35-64 years,All,All
S12000018,2014,Mean,SWEMWBS Score,23.8,All,All,16-64 years,All,All
S12000008,2014,Mean,SWEMWBS Score,22.91,All,Adults,All,All,All
S08000031,2017,Mean,SWEMWBS Score,24.19,All,Pensioners,All,All,All
S12000013,2015,Mean,SWEMWBS Score,24.68,All,All,16-34 years,All,All
S12000008,2015,Mean,SWEMWBS Score,23.59,All,All,35-64 years,All,All
S08000031,2014,Mean,SWEMWBS Score,24.32,All,All,16-64 years,All,All
S12000023,2015,Mean,SWEMWBS Score,25.69,All,All,16-64 years,All,All
S12000014,2014,Mean,SWEMWBS Score,24.2,All,All,16-64 years,All,All
S12000039,2014,Mean,SWEMWBS Score,24.6,All,All,16-64 years,All,All
S12000036,2014,Mean,SWEMWBS Score,25.04,All,All,All,Female,All
S08000031,2017,Mean,SWEMWBS Score,23.18,Rented,All,All,All,All
S12000014,2015,Mean,SWEMWBS Score,24.8,All,All,35-64 years,All,All
S12000005,2014,Mean,SWEMWBS Score,24.32,All,Pensioners,All,All,All
S12000019,2014,Mean,SWEMWBS Score,25.71,All,All,16-64 years,All,All
S12000005,2015,Mean,SWEMWBS Score,23.68,All,All,16-34 years,All,All
S12000045,2015,Mean,SWEMWBS Score,24.87,All,Pensioners,All,All,All
S92000003,2015,Mean,SWEMWBS Score,24.58,All,Pensioners,All,All,All
S08000031,2017,Mean,SWEMWBS Score,23.75,All,All,35-64 years,All,All
S12000005,2014,Mean,SWEMWBS Score,24.43,All,With Children,All,All,All
S12000008,2015,Mean,SWEMWBS Score,24.01,All,All,16-34 years,All,All
S12000017,2015,Mean,SWEMWBS Score,24.63,All,All,35-64 years,All,All
S92000003,2015,Mean,SWEMWBS Score,24.2,All,Adults,All,All,All
S12000021,2015,Mean,SWEMWBS Score,24.55,All,All,16-64 years,All,All
S12000018,2015,Mean,SWEMWBS Score,24.49,All,All,16-34 years,All,All
S92000003,2015,Mean,SWEMWBS Score,24.57,All,With Children,All,All,All
S08000031,2017,Mean,SWEMWBS Score,24.35,All,All,65 years and over,All,All
S12000014,2015,Mean,SWEMWBS Score,24.79,All,All,16-34 years,All,All
S12000013,2015,Mean,SWEMWBS Score,24.46,All,All,35-64 years,All,All
S12000020,2014,Mean,SWEMWBS Score,26.34,All,With Children,All,All,All
S12000027,2015,Mean,SWEMWBS Score,25.18,All,All,16-64 years,All,All
S08000016,2014,Mean,SWEMWBS Score,24.64,All,All,All,All,All
S12000021,2014,Mean,SWEMWBS Score,23.46,All,Adults,All,All,All
S12000036,2017,Mean,SWEMWBS Score,24.19,All,All,16-64 years,All,All
S12000017,2014,Mean,SWEMWBS Score,24.7,All,All,16-64 years,All,All
S12000038,2015,Mean,SWEMWBS Score,24.44,All,All,All,Male,All
S12000050,2015,Mean,SWEMWBS Score,24.98,All,All,16-34 years,All,All
S12000050,2016,Mean,SWEMWBS Score,24.52,All,All,All,Female,All
S12000050,2015,Mean,SWEMWBS Score,24.8,All,All,35-64 years,All,All
S12000021,2017,Mean,SWEMWBS Score,23.2,All,All,16-64 years,All,All
S12000005,2015,Mean,SWEMWBS Score,24.11,All,All,35-64 years,All,All
S12000050,2016,Mean,SWEMWBS Score,24.27,All,All,All,Male,All
S12000050,2016,Mean,SWEMWBS Score,24.4,All,All,All,All,All
S12000039,2014,Mean,SWEMWBS Score,24.76,All,All,All,Male,All
S12000045,2015,Mean,SWEMWBS Score,24.47,All,All,All,Female,All
S12000028,2017,Mean,SWEMWBS Score,24.04,All,All,16-64 years,All,All
S12000034,2015,Mean,SWEMWBS Score,24.96,All,All,16-64 years,All,All
S12000042,2014,Mean,SWEMWBS Score,23.72,All,All,16-64 years,All,All
S12000038,2015,Mean,SWEMWBS Score,24.25,All,Pensioners,All,All,All
S12000039,2015,Mean,SWEMWBS Score,24.15,All,Adults,All,All,All
S12000019,2017,Mean,SWEMWBS Score,24.06,All,All,16-64 years,All,All
S12000039,2014,Mean,SWEMWBS Score,24.06,All,All,All,Female,All
S12000048,2016-2017,Mean,SWEMWBS Score,24.15,All,All,All,All,All
S08000031,2017,Mean,SWEMWBS Score,23.62,All,Adults,All,All,All
S08000031,2017,Mean,SWEMWBS Score,23.75,All,All,16-34 years,All,All
S12000020,2015,Mean,SWEMWBS Score,24.26,All,All,16-64 years,All,All
S12000011,2015,Mean,SWEMWBS Score,24.59,All,All,35-64 years,All,All
S12000006,2014,Mean,SWEMWBS Score,24.35,All,With Children,All,All,All
S08000019,2014,Mean,SWEMWBS Score,24.39,All,All,All,All,All
S12000039,2015,Mean,SWEMWBS Score,24.89,All,With Children,All,All,All
S12000039,2015,Mean,SWEMWBS Score,24.53,All,Pensioners,All,All,All
S12000047,2016-2017,Mean,SWEMWBS Score,24.52,All,All,All,All,All
S12000026,2015,Mean,SWEMWBS Score,24.57,All,All,16-64 years,All,All
S12000038,2015,Mean,SWEMWBS Score,24.57,All,With Children,All,All,All
S08000031,2014,Mean,SWEMWBS Score,23.49,Rented,All,All,All,All
S12000010,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.43,All,All,All,All,Limiting condition
S08000030,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.51,All,All,All,All,Limiting condition
S12000029,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.65,All,All,All,All,Limiting condition
S12000011,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.94,All,All,All,All,Limiting condition
S08000026,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.2,All,All,All,All,Limiting condition
S12000008,2014,Mean,SWEMWBS Score,21.78,All,All,All,All,Limiting condition
S12000021,2014,Mean,SWEMWBS Score,22.12,All,All,All,All,Limiting condition
S08000028,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.71,All,All,All,All,Limiting condition
S08000017,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.56,All,All,All,All,Limiting condition
S12000011,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.62,All,All,All,All,Limiting condition
S08000022,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.45,All,All,All,All,Limiting condition
S08000015,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.16,All,All,All,All,Limiting condition
S08000016,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.23,All,All,All,All,Limiting condition
S12000010,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.43,All,All,All,All,Limiting condition
S08000024,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.15,All,All,All,All,Limiting condition
S12000050,2016,Mean,SWEMWBS Score,22.35,All,All,All,All,Limiting condition
S12000005,2014,Mean,SWEMWBS Score,21.15,All,All,All,All,Limiting condition
S08000016,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.27,All,All,All,All,Limiting condition
S12000020,2014,Mean,SWEMWBS Score,22.88,All,All,All,All,Limiting condition
S12000017,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.02,All,All,All,All,Limiting condition
S12000033,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.17,All,All,All,All,Limiting condition
S12000006,2014,Mean,SWEMWBS Score,22.66,All,All,All,All,Limiting condition
S08000030,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.91,All,All,All,All,Limiting condition
S12000019,2014,Mean,SWEMWBS Score,22.59,All,All,All,All,Limiting condition
S12000018,2014,Mean,SWEMWBS Score,20.66,All,All,All,All,Limiting condition
S08000030,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.78,All,All,All,All,Limiting condition
S08000019,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22,All,All,All,All,Limiting condition
S08000017,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.99,All,All,All,All,Limiting condition
S12000014,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,20.93,All,All,All,All,Limiting condition
S12000026,2014,Mean,SWEMWBS Score,22.35,All,All,All,All,Limiting condition
S12000030,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.96,All,All,All,All,Limiting condition
S08000025,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.16,All,All,All,All,Limiting condition
S12000019,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.65,All,All,All,All,Limiting condition
S08000026,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.86,All,All,All,All,Limiting condition
S08000029,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.21,All,All,All,All,Limiting condition
S12000050,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.49,All,All,All,All,Limiting condition
S12000013,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.77,All,All,All,All,Limiting condition
S08000025,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.49,All,All,All,All,Limiting condition
S08000020,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.52,All,All,All,All,Limiting condition
S08000017,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.24,All,All,All,All,Limiting condition
S08000019,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.45,All,All,All,All,Limiting condition
S08000030,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,22.61,All,All,All,All,Limiting condition
S08000028,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.03,All,All,All,All,Limiting condition
S08000022,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.5,All,All,All,All,Limiting condition
